Country,Area,Waterbody Type,Date,Ammonia (mg/l),Biochemical Oxygen Demand (mg/l),Dissolved Oxygen (mg/l),Orthophosphate (mg/l),pH (ph units),Temperature (cel),Nitrogen (mg/l),Nitrate (mg/l),CCME_Values,CCME_WQI
Canada,ES0911039,River,12-01-1994,0.13,2.13333,10.23333333,0.085,7.79,13.0,0.4,4.666666667,92.4882562903882,Good
Canada,ES0911034,River,12-01-1995,0.13,5.0,9.0,0.05,7.79,11.85,0.4,5.025,100.0,Excellent
Canada,ES020ESPF004300566,River,12-01-1996,0.1,5.0,9.7,0.2,7.79,12.2,0.4,7.35,86.59700897114692,Good
Canada,ES080ESPFES080-JU213,River,12-01-1997,0.07,2.0,8.083538864,0.061,7.79,15.08296278,0.4,7.25,93.11672543579722,Good
Canada,ES080ESPFES080-JU207,River,12-01-1998,0.07375,2.0,6.249426471,0.061,7.79,14.97549405,0.4,4.0,93.11672543579722,Good
Canada,ES080ESPFES080-JU220,River,12-01-1999,0.0565,2.5,6.755763889,0.061,7.79,14.56169192,0.4,6.325,93.11672543579722,Good
Canada,ES010ESPFMS072FQ,River,12-01-2000,0.1,2.0,9.9825,0.2,7.79,9.75,0.4,0.5925,86.59700897114692,Good
Canada,CZPVL_8953,River,12-01-2001,0.04726,1.09167,11.684103383014412,0.061,6.95,13.83333,0.4,2.147,93.11672543579722,Good
Canada,ES010ESPFMS907EMB,River,12-01-2002,0.1,2.0,8.252346449,0.2,7.79,13.75710605,0.4,1.21,86.59700897114692,Good
Canada,ES0910810,River,12-01-2003,0.08,2.0,11.3,0.05,7.79,12.5,0.4,2.8,100.0,Excellent
Canada,ES010ESPFMS900EMB,River,12-01-2004,0.1,2.0,9.160545732,0.2,7.79,14.60473237,0.4,0.8125,86.59700897114692,Good
Canada,ES020ESPF004300159,River,12-01-2005,0.1,2.0,7.696493821,0.2,7.79,15.96757229,0.4,3.195,86.59700897114692,Good
Canada,ES010ESPFMS912EMB,River,12-01-2006,0.1,2.0,7.296935897,1.1,7.79,13.34672637,0.4,0.3,62.63369876448048,Marginal
Canada,ES060ESPFMA00MD0145,River,12-01-1990,0.05,2.13333,9.824,0.272,7.79,12.0,0.4,2.26,82.98692615451137,Good
Canada,ES010ESPFMS009FQ,River,12-01-1991,0.1,2.0,8.18900266,0.2,7.79,13.77894566,0.4,3.1825,86.59700897114692,Good
Canada,ES010ESPFMS913EMB,River,12-01-1992,0.1,2.0,8.546515187,0.2,7.79,15.67375457,0.4,0.825,86.59700897114692,Good
Canada,ES060ESPFMA605,River,12-01-1993,0.05,2.0,10.2,0.05,7.79,12.1,0.4,0.47,100.0,Excellent
Canada,ES010ESPFMS909EMB,River,12-01-1994,0.1,2.0,9.870527505,0.2,7.79,13.7704127,0.4,1.5,86.59700897114692,Good
Canada,ES010ESPFMS916EMB,River,12-01-1995,0.1,2.0,9.870293561,0.2,7.79,15.15257407,0.4,1.3125,86.59700897114692,Good
Canada,ES040ESPF000400289,River,12-01-1996,0.046,2.0,11.684103383014412,0.146,7.79,13.5,0.4,1.0,89.52530187832511,Good
Canada,ES020ESPF004300708,River,12-01-1997,0.1,5.0,8.96,0.2,7.79,12.28666667,0.4,0.3,86.59700897114692,Good
Canada,ES063ESPFAA0000812,River,12-01-1998,0.125,2.0,11.684103383014412,0.176,7.79,16.3,0.4,4.3,87.88769711832967,Good
Canada,ES070ESPFAJA1,River,12-01-1999,0.286666667,4.266666667,11.684103383014412,0.06,7.79,16.4,0.4,6.1,93.13014690117345,Good
Canada,ES020ESPF004300171,River,12-01-2000,0.135,5.0,11.684103383014412,0.04,7.79,10.35548995,0.4,0.3,100.0,Excellent
Canada,ES010ESPFMS906EMB,River,12-01-2001,0.1,2.0,7.799684343,0.2,7.79,11.51150972,0.4,0.3,86.59700897114692,Good
Canada,ES010ESPFMS914EMB,River,12-01-2002,0.1,2.0,9.627111111,0.2,7.79,12.5723739,0.4,0.873333333,86.59700897114692,Good
Canada,ES020ESPF004300174,River,12-01-2003,0.1,5.0,8.274789886,0.04,7.79,11.61860187,0.4,0.3375,100.0,Excellent
Canada,ES020ESPF004300152,River,12-01-2004,0.1,5.0,8.668180576,0.04,7.79,10.41825552,0.4,0.3,100.0,Excellent
Canada,ES070ESPFSIE1,River,12-01-2005,0.1,2.0,9.824,0.22,7.79,12.0,0.4,14.0,85.5505446626598,Good
Canada,ES020ESPF004300182,River,12-01-2006,0.308666667,5.0,6.009764167,0.04,7.79,11.2514985,0.4,0.356666667,100.0,Excellent
Canada,ES020ESPF004300182,River,12-01-1990,0.1,5.0,10.1785119,0.04,7.79,9.695553968,0.4,0.835,100.0,Excellent
Canada,ES060ESPFMA00MD0144,Lake,12-01-1991,0.089,6.8,8.6,0.55,7.79,7.5,0.4,1.0,70.2689480370804,Fair
Canada,ES020ESPF004300742,River,12-01-1992,0.1,5.0,8.355,0.2,7.79,20.7,0.4,0.3,86.59700897114692,Good
Canada,ES020ESPF004300747,River,12-01-1993,0.105,5.0,12.01,0.663333333,7.79,19.0,0.4,11.43333333,70.03171730195895,Fair
Canada,ES020ESPF004300151,River,12-01-1994,0.17625,2.13333,6.531429248,0.2,7.79,13.49243544,0.4,2.5725,86.59700897114692,Good
Canada,ES030ESPFTACC653032,River,12-01-1995,0.05,2.0,7.8,0.05,7.79,12.0,0.4,0.8,100.0,Excellent
Canada,ES020ESPF004300167,River,12-01-1996,0.1,5.0,7.200798077,0.05,7.79,15.10819393,0.4,0.37,100.0,Excellent
Canada,CZPVL_2582,River,12-01-1997,0.03222,1.98333,10.6,0.061,6.48333,9.28333,0.4,1.37969,93.11672543579722,Good
Canada,CZPVL_8955,River,12-01-1998,0.03652,1.525,10.73333,0.061,6.95,10.86667,0.4,1.89615,93.11672543579722,Good
Canada,ES060ESPFMA00MD0135,River,12-01-1999,0.091,2.02,8.5,0.05,7.79,13.3,0.4,1.0,100.0,Excellent
Canada,ES020ESPF004300289,River,12-01-2000,0.193333333,5.0,8.086666667,0.2,7.79,14.13333333,0.4,0.386666667,86.59700897114692,Good
Canada,ES020ESPF004300518,Lake,12-01-2001,0.1115,5.0,11.684103383014412,0.16375,7.79,11.04355775,0.4,0.3,88.55595641459784,Good
Canada,ES040ESPF000400483,River,12-01-2002,0.33,3.42,8.4,0.104,7.79,13.3,0.4,1.39,91.6918289845143,Good
Canada,CZPVL_3638,River,12-01-2003,0.06766,1.68333,11.684103383014412,0.061,7.75,14.55652,0.4,1.06628,93.11672543579722,Good
Canada,ES020ESPF004300178,River,12-01-2004,0.175,5.0,10.22575,0.062,7.79,18.604725,0.4,3.525,93.10212742440228,Good
Canada,ES020ESPF004300165,River,12-01-2005,0.1,5.0,12.02038889,0.05675,7.79,17.09283175,0.4,4.0125,93.16541315567466,Good
Canada,ES0911004,River,12-01-2006,0.13,2.13333,9.8,0.05,7.79,10.3,0.4,1.0,100.0,Excellent
Canada,ES010ESPFMS005EMB,River,12-01-1990,0.1,2.0,10.02546875,0.2,7.79,11.82706349,0.4,2.425,86.59700897114692,Good
Canada,ES060ESPFMA022,River,12-01-1991,0.05,3.01,11.684103383014412,0.092,7.79,16.2,0.4,1.0,92.21758293345428,Good
Canada,ES010ESPFMS604FQ,Lake,12-01-1992,0.155,2.0,9.53,0.2,7.79,12.95,0.4,0.4625,86.59700897114692,Good
Canada,ES070ESPFALF1,River,12-01-1993,0.27,2.0,9.824,0.75,7.79,12.0,0.4,23.55,68.17508612141638,Fair
Canada,ES020ESPF004300303,River,12-01-1994,0.1,5.0,9.256666667,0.2,7.79,12.33333333,0.4,0.323333333,86.59700897114692,Good
Canada,ES100ESPF100004000,River,12-01-1995,0.05,2.0,9.3,0.077,7.79,11.8,0.4,1.0,92.75565376819836,Good
Canada,ES020ESPF004300185,Lake,12-01-1996,0.1,8.333333333,6.996203704,0.04,7.79,13.52907664,0.4,0.3,92.95843244084786,Good
Canada,ES0910658,River,12-01-1997,0.13,2.13333,11.684103383014412,0.05,7.79,11.325,0.4,1.1,100.0,Excellent
Canada,ES100ESPF080007000,River,12-01-1998,0.01,1.0,9.7,0.05,7.79,9.85,0.4,1.02,100.0,Excellent
Canada,ES100ESPF100077000,River,12-01-1999,0.1,5.0,8.103152001,0.04,7.79,14.16511587,0.4,0.3,100.0,Excellent
Canada,ES020ESPF004300384,River,12-01-2000,0.1,2.13333,5.06,0.2,7.79,15.15,0.4,5.5,86.59700897114692,Good
Canada,ES020ESPF004300569,River,12-01-2001,0.128333333,5.0,7.675,0.2,7.79,14.0,0.4,1.866666667,86.59700897114692,Good
Canada,ES020ESPF004300166,Lake,12-01-2000,0.1,1.0,10.1,0.04,7.79,10.0,0.4,0.3,100.0,Excellent
Canada,ES020ESPF004300710,River,12-01-2001,0.1,5.0,9.6,0.04,7.79,15.3,0.4,0.43,100.0,Excellent
Canada,ES020ESPF004300134,River,12-01-2002,0.1,5.0,8.3125,0.2,7.79,14.8,0.4,11.36666667,86.59700897114692,Good
Canada,ES020ESPF004300235,River,12-01-2003,0.1,5.0,7.175,0.543333333,7.79,14.75,0.4,13.06666667,73.07413282334915,Fair
Canada,ES020ESPF004300623,River,12-01-2004,0.1,5.0,9.453333333,0.2,7.79,9.833333333,0.4,0.496666667,86.59700897114692,Good
Canada,ES070ESPFTAL1,River,12-01-2005,0.1,2.0,9.824,0.2,7.79,12.0,0.4,12.6,86.59700897114692,Good
Canada,ES060ESPFMA324,River,12-01-2006,0.05,2.0,10.5,0.069,7.79,9.6,0.4,1.0,92.96866022195208,Good
Canada,CZPMO_501-032,River,12-01-2007,0.40468,2.3,4.1,0.061,7.9,17.3,0.4,14.62615,93.11672543579722,Good
Canada,ES010ESPFMS006EMB,River,12-01-2008,0.12,2.0,6.519188988,0.2,7.79,11.24308824,0.4,0.3,86.59700897114692,Good
Canada,ES070ESPFMUN5,River,12-01-2009,0.1,2.0,8.600160335,0.2,7.79,10.9461413,0.4,0.3,86.59700897114692,Good
Canada,ES020ESPF004300229,River,12-01-2010,0.1,5.0,8.905,0.2,7.79,12.85,0.4,2.366666667,86.59700897114692,Good
Canada,ES070ESPFSEG6,River,12-01-2011,0.4,2.13333,11.684103383014412,0.05825,7.79,13.32563162,0.4,7.875,93.15074623836315,Good
Canada,ES070ESPFLCR1,Lake,12-01-2012,0.191666667,4.116666667,11.684103383014412,0.049333333,7.79,21.21666667,0.4,0.3,100.0,Excellent
Canada,ES0910802,River,12-01-2013,0.13,2.13333,8.7,0.05,7.79,16.9,0.4,3.1,100.0,Excellent
Canada,ES030ESPFTA53405006,River,12-01-2014,0.1,2.0,7.800153295,0.2,7.79,11.70106855,0.4,0.3,86.59700897114692,Good
Canada,ES020ESPF004300098,River,12-01-2015,0.225,2.13333,11.684103383014412,0.02,7.79,16.66372944,0.4,3.052714286,100.0,Excellent
Canada,ES020ESPF004300181,River,12-01-2016,0.2,2.13333,11.684103383014412,0.05,7.79,14.71545854,0.4,7.425,100.0,Excellent
Canada,ES0911141,River,12-01-2017,0.13,2.6,9.3,0.05,7.79,20.1,0.4,2.8,100.0,Excellent
Canada,ES020ESPF004300223,River,12-01-2018,0.118333333,5.0,11.684103383014412,0.2,7.79,16.75,0.4,5.9,86.59700897114692,Good
Canada,ES080ESPFES080-JU080,River,12-01-2019,0.2,2.13333,11.684103383014412,0.004,7.79,12.15348879,0.4,0.75625,100.0,Excellent
Canada,ES010ESPFMS915EMB,River,12-01-2020,0.1075,2.0,8.233004202,0.2,7.79,12.69538194,0.4,0.3,86.59700897114692,Good
Canada,ES080ESPFES080-JU087,River,12-01-2021,0.05,2.0,10.0,0.05,7.79,19.33333333,0.4,20.66666667,100.0,Excellent
Canada,ES070ESPFCHIC1,River,13-01-2021,0.1,5.0,10.3,0.04,7.79,21.0,0.4,0.3,100.0,Excellent
Canada,ES030ESPFTA51301003,River,08-06-2006,0.1,2.13333,9.16,0.15,7.79,11.16333333,0.4,5.044837742,89.30746921663365,Good
Canada,ES060ESPFMA311,River,12-01-2007,0.05,5.0,10.9,0.05,7.79,9.7,0.4,5.2,100.0,Excellent
Canada,ES020ESPF004300161,Lake,12-01-2008,0.1,5.0,6.012901709,0.04,7.79,13.41015256,0.4,0.3,100.0,Excellent
Canada,ES020ESPF004300146,Lake,12-01-2009,0.1,5.0,8.190997151,0.04,7.79,14.44348344,0.4,0.3,100.0,Excellent
Canada,ES080ESPFES080-JU108,River,12-01-2010,0.05,2.7,7.433333333,0.061,7.79,17.63333333,0.4,4.0,93.11672543579722,Good
Canada,ES060ESPFMA00MD0154,Lake,12-01-2011,0.113,2.0,9.1,0.33,7.79,18.0,0.4,2.45,80.40958457855808,Good
Canada,ES020ESPF004300163,Lake,12-01-2012,0.1,5.0,7.930666667,0.04,7.79,15.77229167,0.4,0.3,100.0,Excellent
Canada,ES080ESPFES080-JU388,River,05-03-2012,0.05,2.0,12.0,0.05,7.79,14.66666667,0.4,0.926666667,100.0,Excellent
Canada,ES070ESPFMUL1,River,12-01-2006,0.13,2.0,10.2,0.05,7.79,16.1,0.4,1.1,100.0,Excellent
Canada,ES030ESPFTA58106003,River,08-06-2006,0.1,5.0,8.4975,0.2,7.79,17.9,0.4,0.3,86.59700897114692,Good
Canada,ES030ESPFTAM5840BA,River,12-01-2007,0.05,2.13333,11.684103383014412,0.05,7.79,21.75,0.4,1.3875,100.0,Excellent
Canada,ES030ESPFTAM4830BA,River,12-01-2008,0.054375,2.13333,7.8125,0.05,7.79,18.875,0.4,0.37875,100.0,Excellent
Canada,ES030ESPFTAM5570BA,River,12-01-2009,0.05,2.13333,8.4125,0.051875,7.79,22.35,0.4,0.2,93.19328537504973,Good
Canada,ES014ESPF14-RW-06-115,River,12-01-2010,0.069666669,2.0,9.038000298,0.2,7.79,15.43999977,0.4,9.966666698,86.59700897114692,Good
Canada,ES080ESPFES080-JU222,River,12-01-2011,0.05,2.0,10.8,0.079333333,7.79,17.66666667,0.4,2.933333333,92.6828195171146,Good
Canada,ES0911421,River,12-01-2012,0.13,2.13333,10.5,0.05,7.79,7.8,0.4,1.0,100.0,Excellent
Canada,ES0911006,River,05-03-2012,0.13,2.0,9.8,0.05,7.79,14.2,0.4,1.0,100.0,Excellent
Canada,ES080ESPFES080-JU429,River,10-04-2012,0.05,2.0,10.0,0.05,7.79,18.0,0.4,2.3,100.0,Excellent
Canada,ES020ESPF004300580,River,12-01-2000,0.1,5.0,6.1275,0.2,7.79,16.15,0.4,4.1,86.59700897114692,Good
Canada,ES010ESPFMS908EMB,River,12-01-2001,0.1,2.0,6.286923796,0.2,7.79,10.91036905,0.4,0.3,86.59700897114692,Good
Canada,ES080ESPFES080-JU141,River,12-01-2002,0.046,3.166666667,9.7,0.061,7.79,17.86666667,0.4,4.633333333,93.11672543579722,Good
Canada,ES020ESPF004300589,River,12-01-2003,0.1,5.0,9.175,0.2,7.79,14.175,0.4,19.76666667,86.59700897114692,Good
Canada,ES020ESPF004300331,River,12-01-2004,0.1,5.0,11.684103383014412,0.2,7.79,13.75,0.4,3.816666667,86.59700897114692,Good
Canada,ES0911419,River,12-01-2005,0.13,2.13333,10.2,0.05,7.79,8.5,0.4,1.0,100.0,Excellent
Canada,ES030ESPFTATO6021BA,River,12-01-2006,0.05,2.13333,8.7375,0.201875,7.79,23.375,0.4,0.2,86.49764432025687,Good
Canada,ES080ESPFES080-JU120,River,08-06-2006,0.046,3.15,9.55,0.061,7.79,12.0,0.4,8.0,93.11672543579722,Good
Canada,ES020ESPF004300549,River,12-01-2007,0.1,5.0,9.513333333,0.2,7.79,7.566666667,0.4,0.433333333,86.59700897114692,Good
Canada,ES020ESPF004300568,River,12-01-2008,0.416666667,5.0,8.73,0.136666667,7.79,8.166666667,0.4,1.286666667,90.02995999168816,Good
Canada,ES020ESPF004300702,River,12-01-2009,6.025,26.33333333,9.081666667,5.866666667,7.79,16.31666667,0.4,15.45,43.3131106831696,Poor
Canada,ES0910618,River,12-01-2010,0.13,2.13333,9.1,0.05,7.79,13.8,0.4,2.4,100.0,Excellent
Canada,ES030ESPFTA59909007,River,12-01-2011,0.13,2.13333,9.8,0.1,7.79,11.6,0.4,2.2,91.87448244207818,Good
Canada,ES030ESPFTACC6000BA,River,12-01-2012,0.05,2.13333,7.875,0.05,7.79,22.375,0.4,1.6125,100.0,Excellent
Canada,ES0910597,River,05-03-2012,0.13,2.13333,9.266666667,0.05,7.79,8.666666667,0.4,1.0,100.0,Excellent
Canada,ES100ESPF080006000,River,10-04-2012,0.1,5.0,10.6,0.2,7.79,12.0,0.4,0.3,86.59700897114692,Good
Canada,ES080ESPFES080-JU462,River,12-01-2000,0.05,3.233333333,8.533333333,0.061,7.79,22.26666667,0.4,5.466666667,93.11672543579722,Good
Canada,ES0910607,River,12-01-2001,0.13,2.13333,8.6,0.05,7.79,18.1,0.4,1.6,100.0,Excellent
Canada,ES020ESPF004300737,River,12-01-2002,0.1,5.0,8.5,0.2,7.79,13.6,0.4,0.546666667,86.59700897114692,Good
Canada,ES020ESPF004300762,River,12-01-2003,0.1,5.0,8.9525,0.2,7.79,11.375,0.4,0.693333333,86.59700897114692,Good
Canada,ES080ESPFES080-JU135,River,12-01-2004,0.046,2.0,10.1,0.061,7.79,14.1,0.4,6.133333333,93.11672543579722,Good
Canada,ES0911150,River,12-01-2005,0.13,2.13333,8.9,0.05,7.79,16.6,0.4,1.0,100.0,Excellent
Canada,ES080ESPFES080-JU160,River,12-01-2006,0.05,2.0,7.933333333,0.05,7.79,16.0,0.4,0.856236333,100.0,Excellent
Canada,CZPLA_380,River,08-06-2006,0.04296,0.88333,10.3,0.061,8.33333,11.83333,0.4,13.13284,93.11672543579722,Good
Canada,CZPLA_380,River,12-01-2007,0.05155,2.13333,10.05,0.061,7.96667,9.81667,0.4,21.46998,93.11672543579722,Good
Canada,ES060ESPFMA00MD0143,Lake,12-01-2008,0.13,2.13333,8.5,0.05,7.79,16.5,0.4,1.0,100.0,Excellent
Canada,ES060ESPFMA075,River,12-01-2009,0.086,2.0,8.21,0.02,7.79,17.0,0.4,0.200000003,100.0,Excellent
Canada,ES030ESPFTA62708004,Lake,12-01-2010,0.107333333,2.0,8.333333333,0.02,7.79,18.16666667,0.4,0.200000003,100.0,Excellent
Canada,ES030ESPFTA53306001,River,12-01-2011,0.251,2.0,8.8,0.02,7.79,18.0,0.4,0.200000003,100.0,Excellent
Canada,ES0911393,River,12-01-2012,0.13,2.13333,9.9,0.05,7.79,13.2,0.4,1.9,100.0,Excellent
Canada,ES030ESPFTA55707002,River,05-03-2012,0.13,2.13333,11.684103383014412,0.05,7.79,17.3,0.4,1.0,100.0,Excellent
Canada,ES060ESPFMA213,River,10-04-2012,0.13,2.13333,8.1,0.05,7.79,15.3,0.4,2.2,100.0,Excellent
Canada,ES0911417,River,12-01-2000,0.13,2.13333,9.4,0.05,7.79,11.8,0.4,1.0,100.0,Excellent
Canada,ES030ESPFTASA527029,River,12-01-2001,0.05,2.0,8.9,0.05,7.79,21.0,0.4,0.2,100.0,Excellent
Canada,ES0911387,River,12-01-2002,0.13,2.13333,9.3,0.09,7.79,11.3,0.4,1.2,92.29801260893856,Good
Canada,ES080ESPFES080-JU430,River,12-01-2003,0.05,2.0,9.824,0.05,7.79,12.0,0.4,2.950456,100.0,Excellent
Canada,ES040ESPF000400031,River,12-01-2004,0.162,2.0,8.845,0.061,7.79,15.695,0.4,12.2,93.11672543579722,Good
Canada,ES040ESPF000400078,River,12-01-2005,0.225,5.6,11.684103383014412,0.06425,7.79,17.265,0.4,4.0,93.06508110962164,Good
Canada,ES040ESPF000400055,River,12-01-2006,0.1965,5.245,8.51,0.061,7.79,19.685,0.4,4.45,93.11672543579722,Good
Canada,ES040ESPF000400321,River,08-06-2006,0.05,4.6,11.684103383014412,0.91,7.79,17.1,0.4,1.0,65.31669598916397,Fair
Canada,ES020ESPF004300383,River,12-01-2007,0.1,2.0,5.2,0.04,7.79,18.2,0.4,0.85,100.0,Excellent
Canada,ES070ESPFMEP1,River,12-01-2008,0.046,2.0,8.2,0.061,7.79,18.8,0.4,4.0,93.11672543579722,Good
Canada,ES040ESPF000400040,River,12-01-2009,0.046,2.38,9.015,0.061,7.79,12.72,0.4,4.0,93.11672543579722,Good
Canada,ES030ESPFTA63008002,River,12-01-2010,0.189,2.6,11.684103383014412,0.061,7.79,15.65,0.4,7.1,93.11672543579722,Good
Canada,ES020ESPF004300329,River,12-01-2011,19.0,2.2,8.4,20.0,7.79,13.6,0.4,150.0,40.20927827956889,Poor
Canada,ES100ESPF180001000,River,12-01-2012,20.0,2.13333,9.824,20.0,7.79,12.0,0.4,7.15,42.178660930386464,Poor
Canada,ES020ESPF004300578,River,05-03-2012,0.077,2.22,9.824,0.061,7.79,12.0,0.4,1.0,93.11672543579722,Good
Canada,ES040ESPF000400193,River,10-04-2012,0.087,7.3,9.824,0.061,7.79,12.0,0.4,1.0,86.2411621344746,Good
Canada,ES040ESPF000400216,River,12-01-2000,0.13,2.13333,12.6,0.05,7.79,14.8,0.4,1.0,100.0,Excellent
Canada,NO170-40955,Lake,12-01-2001,0.016744,2.13333,9.824,0.061,5.86,12.0,0.4,0.04427,93.11672543579722,Good
Canada,NO135-41335,Lake,12-01-2002,0.020608,2.13333,9.824,0.061,5.3,12.0,0.4,0.141664,93.11672543579722,Good
Canada,NO313-41073,Lake,12-01-2003,0.1,10.1,11.684103383014412,0.061,5.34,12.0,0.4,0.172653,85.80373434029823,Good
Canada,NO026-40826,Lake,12-01-2004,0.1,9.75,9.744,0.061,5.1,12.0,0.4,0.035416,85.87122913355036,Good
Canada,NO170-40955,Lake,12-01-2005,0.018032,7.14,11.684103383014412,0.39,5.85,12.0,0.4,0.048697,74.76405446205473,Fair
Canada,NO020-39657,River,12-01-2006,0.047656,7.37,12.99,0.28,4.68,12.0,0.4,0.818995,78.56133121657561,Fair
Canada,NO244-41064,Lake,08-06-2006,0.1,6.69,12.34,0.25,7.6583,12.0,0.4,0.123956,79.93615487664766,Fair
Canada,NO244-41064,Lake,12-01-2007,0.1,4.99,11.75,0.26,4.94,12.0,0.4,0.017708,83.55727001622006,Good
Canada,NO314-41075,Lake,12-01-2008,0.0,2.8,11.39,0.22,7.95,12.0,0.4,0.389576,85.5505446626598,Good
Canada,NO026-40826,Lake,12-01-2009,0.10304,3.54,11.79,0.19,6.34,12.0,0.4,0.371868,87.13086988042986,Good
Canada,NO027-41336,Lake,12-01-2010,0.1,2.6,11.684103383014412,0.14,7.79,11.25,0.4,0.22135,89.85046233665679,Good
Canada,NO163-39713,Lake,12-01-2011,0.1,2.74,11.68,0.1,6.0,12.0,0.4,0.212496,91.87448244207818,Good
Canada,NO170-40955,Lake,12-01-2012,0.1,2.15,9.98333,0.15,7.925,12.0,0.4,0.411711,89.30746921663365,Good
Canada,NO002-39714,Lake,05-03-2012,0.1,2.84167,8.3909,0.118333,5.73,11.375,0.4,0.274474,90.99182952265951,Good
Canada,NO170-40955,Lake,10-04-2012,0.01288,3.0833,11.7833,0.1308,5.1167,12.0,0.4,0.079686,90.34315465641586,Good
Canada,NO308-42922,Lake,12-01-2000,0.01288,8.3667,12.1333,0.105,4.98,12.0,0.4,0.0022135,84.96403126935245,Good
Canada,ITG-0039-LA4009-ST01,Lake,12-01-2001,0.021896,4.71429,8.90333,0.1117,8.93,19.8,0.4,0.0022135,85.29061571771133,Good
Canada,ITG-0039-LA4009-ST01,Lake,12-01-2002,0.00966,2.13333,11.684103383014412,0.01,7.79,12.0,0.4,2.1360275,100.0,Excellent
Canada,IT0801140300,Lake,12-01-2003,0.17066,1.63333,9.6,0.0266667,8.1834,8.6667,0.4,4.68522691,100.0,Excellent
Canada,IT0801140300,Lake,12-01-2004,0.1260952,1.3667,9.23086,0.005,8.12852,10.957,0.4,1.816628304,100.0,Excellent
Canada,NO138-39715,Lake,12-01-2005,0.008372,2.0,8.9633,0.0125364,8.25,16.9333,0.223301,0.070832,100.0,Excellent
Canada,NO025-38556,River,12-01-2006,0.023184,1.6666,10.015,2.0,5.27,14.6283,3.31615,0.730455,55.3271484726813,Marginal
Canada,NO001-38541,River,08-06-2006,0.0086296,2.83333,11.0775,0.05,6.57,15.1483,0.4,0.267095519,100.0,Excellent
Canada,IT0801140300,Lake,12-01-2007,0.829687096,2.33333,11.684103383014412,0.08625,8.28333,12.6111,0.4,13.31787691,85.13868040485902,Good
Canada,EL000400030026H500,River,12-01-2008,0.1932,2.13333,9.824,0.16,8.59,12.0,0.4,2.052516572,83.69469305717182,Good
Canada,EL000100030010H500,River,12-01-2009,0.198153648,2.13333,8.09,0.16129,7.96333,12.0,0.4,2.374483428,88.69048176321228,Good
Canada,EL000400030042H500,River,12-01-2010,0.1932,2.13333,9.824,0.16,7.59,12.0,0.4,0.79686,88.76103711876227,Good
Canada,ES0910001,River,12-01-2011,0.05,2.0,8.75,0.153,7.79,18.1,0.4,11.6,89.14372843796951,Good
Canada,ESURO400,River,12-01-2012,0.01,1.0,9.51,0.81667,7.79,9.6,0.4,4.56,66.90402828909718,Fair
Canada,ES091ESBT210760001,River,05-03-2012,0.08,2.13333,11.684103383014412,0.01,7.79,15.8,0.4,5.1,100.0,Excellent
Canada,ES010ESPFMS726FQ,River,10-04-2012,0.1,2.0,10.2425,0.2,6.7,11.8,0.4,0.3,86.59700897114692,Good
Canada,CZPVL_3902,River,12-01-2000,0.05746,1.2,9.48417,0.01098,6.94167,9.5,0.4,3.03236,100.0,Excellent
Canada,CZPVL_3911,River,12-01-2001,0.07088,0.81667,11.0675,0.02114,7.5375,6.675,0.4,2.97702,100.0,Excellent
Canada,CZPOH_1025,River,12-01-2002,0.06014,2.36667,10.09167,0.061,8.28333,9.60833,0.4,7.31529,93.11672543579722,Good
Canada,CZPOH_1558,River,12-01-2003,0.03544,0.69167,10.89231,0.061,7.4,9.82308,0.4,3.06556,93.11672543579722,Good
Canada,CZPVL_3201,River,12-01-2004,0.03866,0.5,11.08583,0.00294,7.24167,7.61667,0.4,2.60443,100.0,Excellent
Canada,CZPVL_4004,River,12-01-2005,0.11599,5.5625,11.68889,0.0209,7.87778,8.46667,0.4,26.4927,100.0,Excellent
Canada,CZPOD_3585,River,12-01-2006,0.31361,3.19167,10.175,0.01576,7.71667,9.775,0.4,22.31476,100.0,Excellent
Canada,CZPVL_4005,River,08-06-2006,0.20621,3.2375,11.33333,0.05037,7.51111,8.53333,0.4,6.68939,93.19556919279934,Good
Canada,CZPVL_2454,River,12-01-2007,0.19061,4.91111,10.11,0.06021,7.595,11.19,0.4,4.66794,93.12742693710054,Good
Canada,CZPMO_1173,River,12-01-2008,0.08699,1.3,11.45,0.09803,8.0,10.08333,0.4,10.95633,91.96189352801416,Good
Canada,CZPMO_SPTVI014,River,12-01-2009,0.05585,1.84167,11.00833,0.02761,7.10833,8.98333,0.4,13.61241,100.0,Excellent
Canada,CZPOH_1028,River,12-01-2010,0.2105,3.41667,8.64167,0.061,7.70833,12.00833,0.4,6.50002,93.11672543579722,Good
Canada,CZPOH_1507,River,12-01-2011,0.27924,4.975,10.10833,0.061,7.30909,8.4,0.4,6.21228,93.11672543579722,Good
Canada,CZPLA_6,River,12-01-2012,0.08699,2.575,10.86667,0.15872,8.21667,9.04167,0.4,14.0182,88.83104561951312,Good
Canada,CZPVL_1081,River,05-03-2012,0.14123,1.66667,9.46417,0.14048,7.55,12.25833,0.4,22.79802,89.82453877929295,Good
Canada,CZPVL_3329,River,10-04-2012,0.10193,2.16,11.45455,0.03294,7.59091,8.26364,0.4,30.46443,100.0,Excellent
Canada,CZPOD_1152,River,12-01-2000,0.28139,3.23333,9.85833,0.0905,7.78833,12.39167,0.4,7.44809,92.27812518458298,Good
Canada,CZPMO_508-004,River,12-01-2001,0.11365,3.1,9.77273,0.03125,8.07273,10.86364,0.4,11.75114,100.0,Excellent
